CIRCLE
posix_time: time in seconds since the 1970 epoch.
x_mocap: x position in m from the ASTA mocap frame.
y_mocap: y position in m from the ASTA mocap frame.
z_mocap: z position in m from the ASTA mocap frame.
qx_mocap: quaternion i component from the ASTA mocap frame.
qy_mocap: quaternion j component from the ASTA mocap frame.
qz_mocap: quaternion k component from the ASTA mocap frame.
qw_mocap: quaternion scalar component from the ASTA mocap frame.
ax: x dir body-fixed acceleration in m/s/s measured by IMU.
ay: y dir body-fixed acceleration in m/s/s measured by IMU.
az: z dir body-fixed acceleration in m/s/s measured by IMU.
wx: angular velocity in rad/s around body-fixed x axis measured by IMU.
wy: angular velocity in rad/s around body-fixed y axis measured by IMU.
wz: angular velocity in rad/s around body-fixed z axis measured by IMU.
ax_c: x dir gravity compensated acceleration in m/s/s measured by IMU.
ay_c: y dir gravity compensated acceleration in m/s/s measured by IMU.
az_c: z dir gravity compensated acceleration in m/s/s measured by IMU.
qx: quaternion i component from the NED frame to body fixed frame measured by IMU.
qy: quaternion j component from the NED frame to body fixed frame measured by IMU.
qz: quaternion k component from the NED frame to body fixed frame measured by IMU.
qw: quaternion scalar component from the NED frame to body fixed frame measured by IMU.
pwm0: Motor pulse width modulation for motor0 in microseconds.
pwm1: Motor pulse width modulation for motor1 in microseconds.
pwm2: Motor pulse width modulation for motor2 in microseconds.
pwm3: Motor pulse width modulation for motor3 in microseconds.
pwm4: Motor pulse width modulation for motor4 in microseconds.
pwm5: Motor pulse width modulation for motor5 in microseconds.
N0: Motor thrust in N for motor0.
N1: Motor thrust in N for motor1.
N2: Motor thrust in N for motor2.
N3: Motor thrust in N for motor3.
N4: Motor thrust in N for motor4.
N5: Motor thrust in N for motor5.
Fx: Body fixed surge force (N).
Fy: Body fixed sway force (N).
Fz: Body fixed heart force (N).
Mx: Body fixed roll moment (Nm).
My: Body fixed pitch moment (Nm).
Mz: Body fixed yaw moment (Nm).
posix,x_mocap,y_mocap,z_mocap,qx_mocap,qy_mocap,qz_mocap,qw_mocap,ax,ay,az,wx,wy,wz,ax_c,ay_c,az_c,qx,qy,qz,qw,pwm0,pwm1,pwm2,pwm3,pwm4,pwm5,N0,N1,N2,N3,N4,N5,Fx,Fy,Fz,Mx,My,Mz
1645468343.0067825,1.8191607912683463,-1.1930371780934175,-0.0009743350078842755,0.003672706572995942,0.02038384944577485,-0.7073204196460583,0.7065895795013712,-0.4798772592282634,0.5105943907717378,9.815808059228262,0.0010407731678684356,0.014342310743408635,0.20444767696299354,-0.5437182384854344,0.43599646214199683,0.009649922749188031,-0.0006886675535441466,-0.004958660997828593,-0.8419458427067515,-0.5395388172939252,1566.0,1490.0,1483.4730887587525,1475.7634556206237,1443.0,1509.7634556206237,3.6852617979420756,-0.3868970251714927,-0.6943525251023952,-1.057193750287453,-2.6467340433264326,0.5605871433324862,3.298364772770583,-0.5605871433324862,-4.398280318716281,-0.13982949097946673,-0.15665785938890223,0.4963276218246847
1645468343.1067824,1.8188770277878537,-1.1958258620499955,-0.0008917049071190444,0.003586460082212965,0.02076168949825796,-0.7050157916977878,0.708878567181995,-0.461731267471416,0.5291497412642931,9.799708861149956,0.0022748508659956044,0.018438518073207327,0.20900276060527265,-0.5299298546027347,0.44106327425298447,-0.006307947346888414,-0.0005642974679189856,-0.005652009733509881,-0.8475786602405588,-0.530639379483995,1566.0,1490.0,1485.4748200410313,1475.4748200410313,1443.0,1508.7625899794843,3.6852617979420756,-0.3868970251714927,-0.6001564137599837,-1.0708068211606243,-2.6467340433264326,0.5116082339294827,3.298364772770583,-0.5116082339294827,-4.31769727824704,-0.14365623778873313,-0.17075989147101928,0.49387867635453453
1645468343.2067823,1.816996633972159,-1.2086903548455863,-0.0007953715828656179,0.0018854452554618463,0.017495350048188592,-0.6929571832857311,0.7207639696569091,-0.4808556349493055,0.5214013747465288,9.863181405354862,0.003803548129966295,0.016522733188664544,0.21437908068725559,-0.5525507324624416,0.41937260966025064,0.057324755888697135,-0.0004060449408652313,-0.0063451556939067705,-0.8531953376065101,-0.5215527681963154,1565.8017612446395,1489.8017612446395,1487.1982387553605,1476.8017612446395,1443.0,1508.0,3.6724911353423493,-0.3962509053555484,-0.5190080926988089,-1.0082723368913442,-2.6467340433264326,0.4743695347679022,3.276240229986801,-0.4743695347679022,-4.174014472916586,-0.13928005666652446,-0.1959043824038489,0.4916238114186534
1645468343.3067822,1.8168199698904022,-1.2119504307469915,-0.0006100250942045382,0.001525968760807641,0.017312140780425596,-0.6901190721645415,0.7234871301106137,-0.48896596630592953,0.5619530315296488,9.806409085858492,0.0012009117859463829,0.01836808633438811,0.2100554151705175,-0.5659250171085393,0.44677242180179005,0.0007393096579957903,-0.0003608593295997611,-0.0070540608864762995,-0.8586578314928209,-0.5125005740695328,1565.0,1489.0,1488.069405757654,1475.965297121173,1443.0,1508.0,3.6208411826264637,-0.43408194704534253,-0.4779571584635319,-1.0476790807475358,-2.6467340433264326,0.4743695347679022,3.186759235581121,-0.4743695347679022,-4.1723702825375,-0.14853268964704336,-0.19619211572018883,0.49003463665065283
1645468343.4067822,1.8158640195900055,-1.224416103659431,-1.8993544892372758e-05,0.00012683323773909864,0.017286998625055946,-0.6784469753842683,0.7344459443579257,-0.49615787198457195,0.5804364439691452,9.79684335,0.0023293258567748227,0.018988866538117256,0.21467267987877506,-0.5741051037323719,0.4500627945049519,-0.008624310583340553,-9.246715093032433e-05,-0.007746392136121666,-0.864107536926899,-0.503247602562424,1565.0,1489.0,1489.7360260663977,1475.1319869668012,1443.0,1508.0,3.6208411826264637,-0.43408194704534253,-0.3993478556216197,-1.0869607484002708,-2.6467340433264326,0.4743695347679022,3.186759235581121,-0.4743695347679022,-4.133042647348323,-0.16209015125392776,-0.20307445187829487,0.49003463665065283
1645468343.506782,1.815547931144527,-1.2277941188381796,0.0009680985621773996,-0.0020368273139301256,0.020568056472670487,-0.6743918029705901,0.7380843464493114,-0.5107308397225834,0.5989906897225846,9.800373913240861,0.0029444967889795362,0.018753301739340488,0.21737156941122204,-0.5921264005789172,0.4542736993419666,-0.004866643974344434,3.254403126247683e-05,-0.008465653819114965,-0.8695126054259077,-0.4938381927835785,1564.4034623138762,1488.4034623138762,1491.7896130583715,1475.5965376861238,1442.4034623138762,1507.4034623138762,3.582652182370838,-0.462208022118903,-0.30229502481652604,-1.0650621469389328,-2.6770763587551825,0.44531833342985533,3.1204441602519353,-0.44531833342985533,-4.044433530510641,-0.16564892739430145,-0.2292008577249517,0.487424840187813
1645468343.606782,1.8155638708245643,-1.228758908762925,0.0009925728740448776,-0.0023384046176687387,0.020606230137878077,-0.6733988660387304,0.7389884182861738,-0.5276475770265355,0.6101728581061434,9.818119137840787,0.002592067328806981,0.018717198544295707,0.21602823218237427,-0.6158016498564004,0.4518638929965033,0.013146550310267714,-2.4731323074587923e-05,-0.009239548146683011,-0.8748363301951965,-0.4843304920289534,1564.0,1488.0,1493.7233132039366,1475.6383433980316,1442.0,1507.0,3.556823432962119,-0.48123081245284993,-0.21078269650268566,-1.06309145442723,-2.6975980811475893,0.42566984317454626,3.075592620509269,-0.42566984317454626,-3.971472232077505,-0.1725077297168682,-0.24915168778809285,0.4856597303814488
1645468343.7067819,1.8165416153599683,-1.2441543185826311,0.002185408821765269,-0.004688490542256266,0.020641837161145395,-0.6591626830767876,0.7517023944714148,-0.5200749993462566,0.5792374486925141,9.863877153268717,0.0043938852711284246,0.021876304100296493,0.21757411867933152,-0.611441732192147,0.4043063364350393,0.05921389434171908,0.00013613150780326884,-0.010062007101853686,-0.8799715777186605,-0.47491974047056246,1563.799375249501,1487.799375249501,1495.401249500998,1475.200624750499,1442.0,1506.799375249501,3.5440598509950236,-0.4906838229027183,-0.13117765311213797,-1.0837252104754107,-2.6975980811475893,0.4159249876408725,3.0533760280923055,-0.4159249876408725,-3.912500944735138,-0.18232984193392907,-0.25947166307300706,0.484791771880284
1645468343.8067818,1.8180956703323652,-1.2554206368598497,0.003053140570993496,-0.00600006433802527,0.02062779454880809,-0.6476903812980345,0.7616007243260727,-0.5282494327178797,0.5955863154357606,9.8230049864106,0.002147672946428243,0.022480926518183973,0.21973648080562988,-0.6223610328153079,0.40349744907225427,0.01869069141350048,0.0003056775994659386,-0.01090294750877464,-0.8852096429730718,-0.46506442595011804,1562.9624217657386,1486.9624217657386,1497.075156468523,1475.9624217657386,1442.0,1506.0,3.490828372604674,-0.5301183115837076,-0.051583023556589724,-1.0478146230254795,-2.6975980811475893,0.3770972941274522,2.9607100610209662,-0.3770972941274522,-3.796995727729658,-0.18055866041122645,-0.27968507604896603,0.4812637333880364
1645468343.9067817,1.8187859817194445,-1.259145925151758,0.0034417002011972796,-0.006631662808273857,0.02105170624364213,-0.6436312317178194,0.7650174405005623,-0.5413211627538747,0.6393728696385624,9.834099744130812,0.007870887363789289,0.017572242845109574,0.2251511617143791,-0.6374194186496628,0.4293157766827323,0.030178636735023526,0.0005061344891740401,-0.011769033482877623,-0.8903992095125824,-0.4550280006528457,1562.1303762187683,1486.1303762187683,1498.7392475624633,1475.1303762187683,1442.0,1506.0,3.4382223542132775,-0.5693009391589532,0.02778825833608406,-1.0870366779549094,-2.6975980811475893,0.3770972941274522,2.868921415054324,-0.3770972941274522,-3.7568465007664145,-0.19419689414576838,-0.28671119076753365,0.4797200434441792
1645468344.0067816,1.8189547723098338,-1.260101306540817,0.003555284978423317,-0.007017517147956532,0.020941970409157316,-0.642492519551756,0.765973596573992,-0.5563363456456558,0.6704341728228291,9.831548708708688,0.011284269890295972,0.017268568843594807,0.226815359350489,-0.657734672818618,0.4419957614919121,0.02809170311869662,0.000548014774066551,-0.012731959166605557,-0.8954965733263541,-0.4448859225198578,1561.4018807271964,1485.4018807271964,1501.392477091214,1476.196238545607,1442.0,1504.803761454393,3.392396495392856,-0.6035947019349001,0.15498446198194854,-1.0368102663638985,-2.6975980811475893,0.3192090048627867,2.7888017934579556,-0.3192090048627867,-3.5794238855295393,-0.19291796961076008,-0.31776014843398687,0.4754994379358313
1645468344.1067815,1.8226873303808195,-1.2726669768669205,0.004629968824939984,-0.010493840353430433,0.0208539288930306,-0.6280748498174419,0.7778026587709501,-0.5734280111903006,0.6813011611903018,9.802007688809699,0.009500167783650395,0.024215250638578854,0.22328768253499176,-0.6829247971269241,0.4325893261999768,-0.0008704601376705911,0.0004826475315257728,-0.013849011725901668,-0.9004741794446784,-0.4346886518866226,1560.5695690267582,1484.5695690267582,1503.8608619464835,1477.0,1442.0,1504.0,3.3402641332987453,-0.6427656616410046,0.2736522125268169,-0.998933333412424,-2.6975980811475893,0.2803134386376769,2.697498471657741,-0.2803134386376769,-3.4228792020331964,-0.19540218954460614,-0.34515546804584685,0.4720640983499551
1645468344.2067814,1.8229683876742118,-1.2733511165778437,0.004686337984094772,-0.010958524804937517,0.020860352552650216,-0.627283538781307,0.7784344021171464,-0.5864619012148508,0.6943350512148521,9.7870367,0.0066030411053703275,0.030174430121396912,0.22183352818837415,-0.6970904311718297,0.41981279460982224,-0.0151368413000737,0.0008330952360203112,-0.015071131467596565,-0.9052838470824851,-0.4245389536428313,1559.6412624123714,1483.6412624123714,1506.0762127628857,1476.6412624123714,1442.0,1503.6412624123714,3.282428627637647,-0.6864434464387444,0.38092304944425553,-1.015833417216872,-2.6975980811475893,0.26301460727626086,2.5959851811989028,-0.26301460727626086,-3.3325084489202057,-0.20665454993937532,-0.3609703498406202,0.4695710188825981
1645468344.3067813,1.8263861506120511,-1.2851256291381588,0.006044934584443612,-0.01352683102521577,0.019002916224883856,-0.6127622170335223,0.7899230211821452,-0.5794323607564548,0.6878655179274259,9.788716721512909,0.003553612693412775,0.03244627554833175,0.22294959474265727,-0.6855373683040759,0.3859873071155885,-0.012710026322397185,0.001454082085217295,-0.01625212861560134,-0.9099831880132316,-0.4143239692487354,1558.8008084814583,1482.8008084814583,1508.7967660741667,1476.0,1442.0,1502.8008084814583,3.2303381402589735,-0.7259809637285015,0.5134451264500359,-1.046043210903008,-2.6975980811475893,0.2225080376803416,2.5043571765304717,-0.2225080376803416,-3.230196165600561,-0.21828006538965986,-0.378874999421558,0.46610209884257675
1645468344.4067812,1.8265981376680567,-1.2859588926460466,0.006197931755119209,-0.013546405585394716,0.01868920195167354,-0.611755464750883,0.7907100985655595,-0.6041604427033819,0.7290789878389711,9.838172885406765,0.005883085584988271,0.029984723238851013,0.22119629438993532,-0.7049609922876852,0.4004611619682796,0.037554843666726984,0.0020670209135262275,-0.017406973705731837,-0.9145923939313383,-0.4039968782724624,1558.0,1482.0,1512.166952766914,1476.0,1442.0,1502.0,3.1809350486619223,-0.7636499276923132,0.6788163342756298,-1.046043210903008,-2.6975980811475893,0.18397756516787922,2.417285120969609,-0.18397756516787922,-3.0648249577749676,-0.23055492159992225,-0.4078149607910369,0.46282615053913106
1645468344.506781,1.8298041525198472,-1.2990795176495327,0.009062525065062752,-0.016717595656476705,0.0190720192619806,-0.595911483504265,0.8026495399017453,-0.5914367862615187,0.7520742637384825,9.796150058784557,0.005386325778199297,0.030270198051230927,0.22162185662911313,-0.6892685664249263,0.39668255636042116,-0.0035650018161824254,0.002547918074045756,-0.018624523526131302,-0.9190636539045692,-0.3936605584872514,1557.8020316211682,1481.8020316211682,1515.7918735153269,1475.8020316211682,1442.0,1501.8020316211682,3.168795791389489,-0.7729619568526048,0.858971832147051,-1.0553753041485059,-2.6975980811475893,0.1744725921307883,2.395833834536884,-0.1744725921307883,-2.894001553149044,-0.250682624296877,-0.43770905660057347,0.4620257706543802
1645468344.606781,1.8313922940529244,-1.3059540960812246,0.010691057688615469,-0.018017879322943558,0.01774517374967679,-0.5878441454663239,0.8085788307111837,-0.6180278272357966,0.7669635808943199,9.79296246544716,0.006368230118518281,0.03455785376927851,0.21649712759253845,-0.7105976404153029,0.3814764389934874,-0.005647512064812163,0.0031739723495109724,-0.01996999812152054,-0.9233215898664704,-0.3834949370734959,1557.0,1481.0,1519.1377820222037,1475.0688910111019,1442.0,1500.9311089888981,3.1196158756501973,-0.8106878900944139,1.0269106786017823,-1.0899360622627747,-2.6975980811475893,0.13266717892526453,2.3089279855557834,-0.13266717892526453,-2.7606234648085817,-0.2666541315113453,-0.4610502220601544,0.4586182920068935
1645468344.706781,1.8351499320701452,-1.3143815209297238,0.012391911777350604,-0.01957172878554504,0.01857076842152751,-0.5793853380393286,0.8146070856907839,-0.6446222278932695,0.7819153278932708,9.79684335,0.010445985871386725,0.03251490019001613,0.21583490984263795,-0.7333722402617064,0.3669517680461634,-0.000607472204502645,0.0037005295036316556,-0.021323475848604143,-0.9274171600498642,-0.37340196398006714,1557.0,1481.0,1522.4757311686762,1476.7378655843381,1442.0,1499.2621344156619,3.1196158756501973,-0.8106878900944139,1.1968477219357254,-1.0112863115653756,-2.6975980811475893,0.05277357286936658,2.3089279855557834,-0.05277357286936658,-2.5120366707772397,-0.26317078910476577,-0.5045529110156393,0.45462361170409865
1645468344.8067808,1.8384683906191028,-1.3215893408066366,0.013930479064379171,-0.02058205446031328,0.01826760333560743,-0.5710166184193948,0.820477114361787,-0.6589418330581537,0.8038200652907697,9.802532199174461,0.010684926281410708,0.01970194742815637,0.21892467197600976,-0.747364566256326,0.3658047211012146,0.006068729313456707,0.003918603551245201,-0.022449321667491924,-0.9313448273476487,-0.36342466217313324,1556.4008348077198,1480.4008348077198,1523.0,1477.0,1442.0,1499.0,3.08309599613014,-0.8388739946192102,1.2235385704771033,-0.998933333412424,-2.6975980811475893,0.0402252308667812,2.2442220015109298,-0.0402252308667812,-2.47299284408291,-0.26262368434898237,-0.511385580687147,0.45303781047951436
1645468344.9067807,1.8411304956418504,-1.3276500043853836,0.01573712467580243,-0.022263044772775718,0.018191164863036915,-0.5625157594253797,0.8262865476070996,-0.6657205038086409,0.844126364127574,9.82324544348971,-0.01251995603454614,0.0008675177549151116,0.21195845318957876,-0.7572724198310232,0.40045210207077997,0.027065166080807748,0.0036360248271230743,-0.022815898351452653,-0.9351131415020003,-0.3535952865864203,1556.0,1480.0,1522.635741384289,1477.364258615711,1442.0,1499.0,3.05866460546531,-0.8577301830846409,1.2048852719226133,-0.9817820516841467,-2.6975980811475893,0.0402252308667812,2.2009344223806693,-0.0402252308667812,-2.4744948609091226,-0.2585061576164641,-0.5111227277425597,0.4523966622265834
1645468345.0067806,1.8449697847570936,-1.3339080811990458,0.017411870318459345,-0.025098504892297816,0.017278042686701547,-0.5541148003507331,0.8318823969320153,-0.6411987631700221,0.8604741912199865,9.75785413512006,-0.016608597976716107,0.0058174298928503525,0.21558763062878067,-0.7316174422910761,0.42867442213936297,-0.03886647606315077,0.003235608211049092,-0.022264856658791875,-0.9389003846469515,-0.3434528711588749,1556.0,1480.0,1522.599949705819,1477.800016764727,1441.800016764727,1499.0,3.05866460546531,-0.8577301830846409,1.2031776765941247,-0.9612641820804824,-2.707808833151033,0.0402252308667812,2.2009344223806693,-0.0402252308667812,-2.4658953386373903,-0.2559502291492666,-0.5162014073413181,0.4523966622265834
1645468345.1067805,1.8487822741827165,-1.3398019900512528,0.019306144703227647,-0.026158848086886663,0.016957105372244437,-0.5445846518610357,0.8381263199551463,-0.649075910604956,0.8513415393950453,9.788562912117346,-0.02216042031717288,0.005695789200899324,0.21382754674759508,-0.7320025078836262,0.42609205312585074,-0.00850901177681316,0.0032499859739867814,-0.021857140500467873,-0.9424859288024588,-0.33351458290407365,1556.0,1480.0,1524.889362833931,1477.0,1441.0,1499.0368790553564,3.05866460546531,-0.8577301830846409,1.320894090309318,-0.998933333412424,-2.74865612103531,0.041988934610544454,2.2009344223806693,-0.041988934610544454,-2.426695364138416,-0.2741282172848456,-0.5373579536381358,0.4524848474137716
1645468345.2067804,1.8530049716604011,-1.3459406925349047,0.0208858428722479,-0.028119534868153086,0.017250302697794675,-0.5358227140204127,0.8436858052352382,-0.6291071016136455,0.829402675806824,9.795502813710234,-0.02795307195662862,0.0033905456368664285,0.2110614457186531,-0.7035649090771969,0.41735760026951574,-0.0021937224860221934,0.0032116246084066564,-0.021111376589750083,-0.945974790269765,-0.32353622891406547,1556.0,1480.0,1522.3918091975331,1477.0,1441.0,1499.8693969341557,3.05866460546531,-0.8577301830846409,1.192475565261138,-0.998933333412424,-2.74865612103531,0.08180326514050243,2.2009344223806693,-0.08180326514050243,-2.5551138891865963,-0.26632759474704754,-0.5148847117547043,0.4544755639402695
1645468345.3067803,1.8573950714893819,-1.3542233763321718,0.02234078545113875,-0.02932132278704394,0.017864197168263644,-0.5268863714523014,0.8492419455416572,-0.584474406847167,0.8002239287685565,9.76545949246289,-0.031780201863286194,0.002652132030384379,0.20895474276741766,-0.649476874366849,0.4103653802590962,-0.033216888797814766,0.0030885940484225495,-0.01991900138130874,-0.9493790070448841,-0.313485557806489,1555.3965866451895,1479.3965866451895,1522.0,1476.3965866451895,1441.0,1500.0,3.0221050995148344,-0.8861217799663835,1.1723296278469206,-1.0273600626337251,-2.74865612103531,0.08804922545459704,2.1359833195484508,-0.08804922545459704,-2.6036865558221147,-0.2683729288598288,-0.5063844950934885,0.45384855241306993
1645468345.4067802,1.8598058170187517,-1.3637115186472173,0.02409710868321381,-0.029194009136141716,0.017479632205616043,-0.5175993741997107,0.8549462322956826,-0.6076699839771647,0.7828204198858247,9.797185666022834,-0.029123887244067774,0.01199253441602181,0.20903417520189035,-0.6594936580691872,0.4100051249901187,-0.0022377426711990005,0.0032533404316929834,-0.018917076687789764,-0.9526388035027347,-0.30349772659198304,1555.0,1479.0,1522.0,1476.0,1441.3700479057793,1500.0,2.998076775151276,-0.9047818379003729,1.1723296278469206,-1.046043210903008,-2.7297622003016597,0.08804922545459704,2.093294937250903,-0.08804922545459704,-2.603475783357747,-0.2705214909107963,-0.4998085080179751,0.4532312017736695
